first_title,first_brand,first_price,second_title,second_brand,second_price,label
philips 3 high speed hdmi cable,philips,10.43,sony dlc-he20hf flat high speed hdmi cable,sony,22.41,0
edge tech proshot 4gb sdhc class 6 memory card,edge tech,10.88,kingston 4 gb sdhc class 6 flash memory card sd6 4gb,kingston,9.99,0
v7 25 cat6 snagless molded network patch cable red,v7,9.76,v7 cat5e snagless molded network patch cable rj45 male to male grey 2-feet v7n3c5e-02f-grys,v7,1.37,0
elite m150xwv1 screens manual projection screen,elite screens,187.84,elite screens manual pull down projection screen 1 1 aspect ratio-71in matte white,elite screens,57.99,0
clickfree c2 500gb usb 3.0 portable external hard drive,clickfree,84.98,western digital wd elements 500 gb usb 2.0 portable external hard drive,western digital,74.99,0
da-lite da-glas self trimming rear projection screen - 96 x 120 av format,da-lite,7443.99,da-lite da-plex deluxe rear projection screen - 94 1 2 x 168 hdtv format,da-lite,9255.17,0
olympus vg-110 silver 12mp digital camera bundle w 4x optical zoom 2.7 lcd display hd movie recording,olympus,139.0,olympus t-100 12mp digital camera with 3x optical zoom and 2.4 inch lcd silver,olympus,64.95,0
startech 3.5 external usb ide hard drive enclosure black,startech,28.88,vantec nexstar superspeed 2.5-inch sata to usb 3.0 external hard drive enclosure nst-280s3-bk black,vantec,26.62,0
da-lite pixmate 25 x 30 shelf large adjustable height television cart up to 54 height,da-lite,199.99,da-lite pixmate 48 height adjustable television cart,da-lite,207.99,0
paper mate mechanical pencil starter set,paper mate,4.87,paper mate 1757553 - biodegradable mechanical pencil 0.5 mm,paper mate,21.27,0
da-lite da-plex unframed rear projection screen - 84 x 84 av format,da-lite,3561.99,da-lite da-glas thru-the-wall rear projection screen - 72 x 96 video format,da-lite,8968.99,0
pacon rainbow duo-finish colored kraft paper 35 lbs . 36 x 1000 ft,pacon products,62.94,new-pacon 63060 - rainbow duo-finish colored kraft paper 35 lbs . 36 x 1000 ft flame - pac63060,pacon,105.0,0
da-lite da-plex deluxe rear projection screen - 78 x 139 hdtv format,da-lite,7452.99,da-lite da-glas thru-the-wall rear projection screen - 78 x 139 hdtv format,da-lite,9044.23,0
pny 4gb sdhc memory card class 4,pny,8.98,pny 4gb class 4 purple sd card,pny,14.99,0
hp laserjet 53x black print cartridge,hp,164.84,hp color laserjet q6470a black print cartridge in retail packaging,hp,115.71,0
clarion cz301 cd mp3 wma aac receiver with usb port,clarion,149.99,clarion mobile electronics cz501 - cd mp3 wma aac receiver with usb bluetooth,clarion,138.13,0
da-lite da-glas deluxe rear projection screen - 84 x 84 av format,da-lite,4958.99,da-plex base rear projection screen - 57 3 4 x 77 video format,da-lite,2608.99,0
motorola h17 bluetooth headset,motorola,38.84,motorola hx520 oasis dual microphone bluetooth headset,motorola,41.99,0
sabrent 5-port usb 2.0 pci card adapter,sabrent,9.88,vantec 5-port usb 2.0 pci host card,vantec,9.99,0
da-lite da-plex deluxe rear projection screen - 36 x 48 video format,da-lite,1630.99,da-lite da-plex thru-the-wall rear projection screen - 72 x 96 video format,da-lite,10252.0,0
western digital 750gb my passport essential se usb 3.0 silver portable hard drive,western digital,96.98,western digital my passport essential se 1 tb usb 3.0 2.0 ultra portable external hard drive silver,western digital,89.99,0
paper mate sharpwriter mechanical pencils,paper mate,1.98,paper mate 1757553 - biodegradable mechanical pencil 0.5 mm,paper mate,21.27,0
da-lite da-plex deluxe rear projection screen - 78 x 139 hdtv format,da-lite,7452.99,da-lite data pro thru-the-wall rear projection screen - 401 2 x 72 hdtv format,da-lite,10185.3,0
microsoft wireless laser desktop 3000 keyboard and mouse combo,microsoft,29.82,microsoft wireless desktop 3000 keyboard and mouse combo,microsoft,33.0,0
netgear prosafe plus 8-port gigabit ethernet switch with poe,netgear,247.5,netgear prosafe jgs524f 24-port gigabit switch with 2 sfp slots,netgear,298.99,0
da-lite da-glas deluxe rear projection screen - 84 x 84 av format,da-lite,4958.99,da-lite da-plex thru-the-wall rear projection screen - 90 x 120 video format,da-lite,12222.0,0
iosafe rugged 250gb usb 3.0 portable external hard drive,iosafe,249.99,iomega prestige portable superspeed 500 gb usb 3.0 external hard drive 35192 black,iomega,70.33,0
buffalo technology ministation metro 1 tb usb 2.0 portable external hard drive with integrated flex cable encryption and turbopc hd-pxt1tu2 b black,buffalo technology,99.82,buffalo technology drivestation datavault 2 tb usb 2.0 desktop external hard drive hd-cxt2 .0 tu2 black,buffalo technology,132.64,0
asus engt430 dc geforce gt430 1gb ddr3 graphics card,asus,84.88,asus geforce gt430 1 gb ddr3 video card engt430 di 1gd3 lp,asus,59.99,0
canon powershot a3300 is black 16.0 mp digital camera with 5x optical zoom 3.0 lcd 720p video w 50 bonus prints,canon,156.54,canon powershot sx100is 8mp digital camera with 10x optical image stabilized zoom black,canon,899.0,0
v7 10 cat5e snagless network patch cable blue,v7,4.88,belkin cat-5e snagless patch cable blue 25 feet,belkin,9.5,0
hoffco 06-ce-mak1 mobile accessory kit,amp energy,38.88,mobile accessory kit,amp,31.39,1
sabrent usb 2.0 wireless 802.11 g adapter,sabrent,24.88,belkin f5d7050 wireless 802.11 g usb network adapter,belkin,12.94,0
hp 27 black inkjet cartridge c8727an,hp,19.97,epson t032120 black inkjet cartridge,epson,14.2,0
verbatim 4.7 gb 16x dvd-r whilte inkjet printable 50 packs spindle disc,verbatim,16.14,sony 16x 4.7 gb inkjet printable blank dvd-r 100-pack spindle,sony,26.99,0
netgear prosafe plus 8-port ethernet switch,netgear,78.88,netgear prosafe 16-port fast ethernet unmanaged plus switch fs116e,netgear,69.99,0
hp ce505xd black laserjet print cartridges 2pk,hp,258.84,hp laserjet 24a black print cartridge in retail packaging,hp,39.0,0
lexmark 26 color print cartridge 10n0026,lexmark,34.97,lexmark 20 color ink cartridge 15m0120,lexmark,29.28,0
jvc lightweight folding headphones with bass boost black,jvc,49.95,jvc has150px light weight flat folding headphone pink,jvc,14.3,0
pilot g2 begreen 0.70 mm retractable gel ink roller ball pen black,pilot,16.94,uni-ball 33960pp - signo gel 207 roller ball retractable gel pen black ink medium 4 per pack,uniball,25.2,0
xerox 108r00676 extended-capacity maintenance kit for phaser 8550 printer,xerox,151.54,xerox phaser 8400 108r00603 extended-capacity maintenance kit,xerox,165.0,0
green onions supply 10.1 anti-glare screen protector,green onions supply,22.88,green onions supply anti-glare ag2 screen protector for 15-inch aluminum unibody apple macbook pro,green,31.69,0
ivina bulletscan f600 flatbed scanner,ivina,798.0,ivina bulletscan f600 usb flatbed color scanner with 30ppm 60ipm auto document feeder supports windows and mac os f6002160,ivina,798.0,1
lumiere la 100w 3200k tungsten halogen video light kit,lumiere l.a.,86.0,lumiere l.a. 10w 20w dual 3200k tungsten halogen video light kit,lumiere la,78.0,0
seagate blackarmor nas 440 is a 4tb network attached storage server,seagate,599.0,seagate blackarmor nas 420 4 - bay 2 tb 2 x 1 tb and 2 empty bays network attached storage st320005sha10g-rk,seagate,546.02,0
polaroid i1237 red 12.0 mp digital camera w 3x optical zoom 2.7 lcd display,polaroid,58.88,polaroid dvg-720bc digital camera with 3x optical zoom and 2.7-inch lcd screen black,polaroid,109.99,0
centon 8gb sdhc memory card,centon,17.49,centon 8 gb class 10 sdhc flash memory card 8gbsdhc10,centon,15.49,0
netgear wireless router for video and gaming,netgear,129.0,netgear wgr614 wireless-g router,netgear,33.99,0
epson t068120-d2 dual black ink cartridge,epson,39.84,epson t007201 black inkjet printer cartridge,epson,20.95,0
q-see qsdb8209c 2.4 inches digital wireless monitoring system night vision and audio camera,q-see,129.82,q-see qsdb8209c 2.4-inch digital wireless portable monitor with wireless night vision and audio camera,q-see,82.52,1
atrend-bbox a201-12cp b box series single-sealed 10 up-fire enclosure,atrend,60.88,atrend 12ps b box series 12-inch single-sealed shallow-mount enclosure,atrend,41.34,0
da-lite video spectra 1.5 model c manual screen - 7 x 9 av format,da-lite,503.99,video spectra 1.5 model c manual screen - av format - 6 x8 - 8 x10 size 6 x 8,da-lite,293.95,0
iosafe rugged 500gb usb 3.0 portable external hard drive,iosafe,299.98,iomega ego 500 gb usb 2.0 portable external hard drive 34945,iomega,74.84,0
logitech m305 wireless mouse black,logitech,29.73,logitech wireless mouse m310 red tendrills,logitech,28.51,0
canon cli-226 cyan ink tank,canon,13.97,canon model bci-3ec cyan ink tank,canon,11.72,0
sunpak lens pen lens cleaner,sunpak,0.0,2-in-1 lens cleaner,sima,18.22,0
evga geforce 210 512mb ddr3 pci express graphics card,evga,32.88,evga geforce 210 512 mb ddr3 pci-express 2.0 graphics card video card 512-p3-1310-lr,evga,34.88,1
sharpie retractable permanent markers fine point set of 12 black,sharpie,13.64,sharpie 35074 - permanent marker extra fine point assorted 4 set,sharpie,22.34,0
logitech 910-002463 wireless mouse m305 silver filament,logitech,28.88,logitech wireless mouse m310 silver,logitech,21.49,0
wintec filemate 4gb compactflash memory card,wintec,15.98,wintec filemate 64 gb professioal compactflash card,wintec,182.99,0
bracketron org-332-bx back-it ipad 2 back cover-blue back case cover for ipad 3,bracketron,29.88,bracketron back-it back cover for ipad 2 - blue org-332-bx,bracketron,16.51,1
kingston hyperx 4gb kit 2 x 2gb ddr3 desktop memory module,kingston,49.99,kingston hyperx 4gb kit 2x2gb modules 1066mhz ddr2 desktop memory khx8500d2k2 4gr,kingston,59.99,0
logitech wireless mouse dark fleur,logitech,27.82,logitech wireless mouse m305 blue swirl,logitech,25.88,0
lexmark t650h11a black high-yield toner print cartridge,lexmark,565.2,brother tn-560 high-yield toner cartridge,brother,62.68,0
da-lite holoscreen rear projection screen - 22 x 33 3 4 video format,da-lite,1600.0,da-lite da-plex self trimming rear projection screen - 94 1 2 x 168 hdtv format,da-lite,9233.33,0
case logic 208 capacity nylon cd dvd wallet,case logic,19.99,case logic cde-72 72 capacity heavy duty cd wallet blue,case logic,14.71,0
crown industrial deck plate antifatigue vinyl mat 36 x 144 black,crown,349.97,new-crown cd0035yb - industrial deck plate antifatigue mat vinyl 36 x 60 black yellow border - cwncd0035yb,crown,193.0,0
logitech wireless mouse dark fleur,logitech,27.82,logitech m305 wireless mouse silver,logitech,19.99,0
v7 25 cat6 snagless molded network patch cable green,v7,9.76,v7 cat5e snagless molded network patch cable rj45 male to male red 5-feet v7n3c5e-05f-reds,v7,1.76,0
tp-link tl-ant2409b 2.4 ghz 9dbi outdoor directional antenna,tp link,27.88,tp-link tl-ant2405c 2.4 ghz 5dbi indoor desktop omni-directional antenna,tp-link,4.49,0
buffalo technology linkstation duo 1 tb 2 x 500 gb network attached storage ls-wx1 .0 tl r1,buffalo technology,192.63,buffalo technology linkstation duo 4 tb 2 x 2 tb network attached storage ls-wx4 .0 tl r1,buffalo technology,298.99,0
inland pro 6-sheet paper shredder,inland,28.54,inland pro 05303 paper shredder,inland,45.33,0
canon powershot sx130-is black 12.1 mp digital camera w 12x optical zoom 3.0 lcd display w 50 bonus prints,canon,191.99,canon powershot a2200 14.1 mp digital camera with 4x optical zoom black,canon,119.0,0
da-lite da-plex deluxe rear projection screen - 78 x 139 hdtv format,da-lite,7452.99,da-plex base rear projection screen - 43 1 4 x 57 3 4 video format,da-lite,1669.99,0
tp-link tl-ant2405cl 2.4 ghz 5dbi indoor omni-directional antenna,tp link,8.88,tl-ant2408cl 2.4 ghz omni 8dbi indoor antenna sma male,tp-link,13.03,0
da-lite da-plex self trimming rear projection screen - 40 1 4 x 53 3 4 video format,da-lite,1892.99,da-lite da-plex unframed rear projection screen - 108 x 144 video format,da-lite,8094.0,0
centon 8gb sdhc memory card,centon,17.49,centon 32 gb class 10 sdhc flash memory card 32gbsdhc10,centon,39.99,0
brother tn360 black toner cartridge,brother,45.54,brother tn580 high yield black toner cartridge,brother,66.64,0
link depot usb 2.0 flash memory card reader microsd secure digital sd,link depot,4.98,elago mobile nano ii usb 2.0 microsdhc flash memory card reader black,elago,9.52,0
jvc marshmallow headphones blue,jvc,15.54,jvc hafx35g soft marshmallow headphone green,jvc,13.06,0
targus universal usb car charger,targus,31.88,scosche gpschrg universal gps car charger,scosche,20.09,0
brother tn110bk black toner cartridge,brother,49.88,brother tn550 3 500 yld standard yield toner cartridge,brother,47.49,0
iosafe rugged 500gb usb 3.0 portable external hard drive,iosafe,299.98,hewlett packard hp portable 1 tb usb 3.0 2.0 external hard drive,hp,89.99,0
avery economy vinyl round ring view binder,avery,7.91,avery economy view binder with 1 inch round ring white 1 binder 5711,avery,2.99,0
da-lite da-plex base rear projection screen - 57 3 4 x 77 video format,da-lite,2608.99,da-lite da-glas thru-the-wall rear projection screen - 78 x 139 hdtv format,da-lite,9044.23,0
coby 8gb video mp3 player black,coby,59.88,zune 16 gb video mp3 player black,zune,249.95,0
uniden d2998 dect 6.0 loud and clear digital answering system with cordless handset,uniden,79.93,new-uniden d2998 dect 6.0 loud clear big button corded cordless phone with caller id digital answering machine - unnd2998,uniden,93.99,1
da-lite da-glas unframed rear projection screen - 57 3 4 x 77 video format,da-lite,1609.99,da-lite da-plex thru-the-wall rear projection screen - 78 x 139 hdtv format,da-lite,9258.99,0
green onions supply anti-glare screen protector for 17-inch wide laptop lcd screen -1 piece transparent,green onions supply,32.88,green onions supply rt-spf1017w m anti-glare screen protector for 17-inch wide laptop lcd screen -1 piece transparent,green,29.54,1
da-lite da-plex thru-the-wall rear projection screen - 81 x 108 video format,da-lite,10048.99,da-glas base rear projection screen - 70 x 70 av format,da-lite,2622.99,0
coolmax 3.5 usb 3.0 external hard drive enclosure black,coolmax,26.88,vantec nexstar sx nst-285u2-bk 2.5-inch ide to usb 2.0 external hard drive enclosure onyx black black,vantec,14.99,0
dell switch by design studio lids big giant plaid 17r,dell,39.0,switch by design studio big giant plaid 17-inch,dell,39.0,1
san diego chargers camera case,tribeca,19.99,san diego chargers pro grip mouse,team promark,24.99,0
hp 29 black inkjet cartridge 51629a,hp,34.97,c8727a hp 27 black inkjet cartridge for c8727a 8727a 8727an c8727 8727,compatible,5.95,0
microsoft wireless mobile mouse 4000 sgkomen pink,microsoft,20.0,microsoft wireless mobile mouse 4000 - white,microsoft,19.99,0
epson t020201 color ink cartridge,epson,27.0,ld epson t018201 t018 color remanufactured ink cartridge,4inkjets,7.95,0
lexmark x644a11a black toner print cartridge,lexmark,326.24,lexmark 32 black print cartridge twin pack 18c0533,lexmark,39.12,0
startech.com icusb2328 8 port usb to rs232 serial adapter hub,startech,163.88,startech.com 1 port pci rs232 powered serial adapter card pci1s650pw,startech,36.78,0
ematic full-motion wall mount kit for 37 tv with 6ft hdmi cable 15ft hdmi cable cleaning solution cleaning cloth emw5001,ematic,84.0,ematic emw3202 articulating wall mount kit for 15-inch to 32-inch tv with 6-feet hdmi cable cleaning solution cleaning cloth,ematic,29.99,0
vtech ds6151 2-line expandable cordless phone with digital answering system caller id,vtech,62.51,panasonic kx-tg6532b dect 6.0 plus expandable digital cordless phone with answering system black 2 handsets,panasonic,60.57,0
clickfree c2 500gb usb 3.0 portable external hard drive,clickfree,84.98,clickfree automatic backup c2 500 gb usb 3.0 portable external hard drive 527b3 piano black,clickfree,99.72,1
agf blackberry torch 9800 9810 endo grt case black black,agf,25.88,agf ha0435-m005 case for blackberry torch 9800 and 9810 endo grt - 1 pack - retail packaging - black,agf,23.93,1
da-lite da-glas self trimming rear projection screen - 96 x 120 av format,da-lite,7443.99,da-lite da-plex thru-the-wall rear projection screen - 90 x 120 video format,da-lite,12222.0,0
